"","text","data.label"
"824","ada tanya buat negara dari rakyat apa faidahnya nutup jalan iya kan tidak mungkin corona putar balik","Negatif"
"825","kita paksa patuh dan harus diam karena virus corona akan seret ke karantina besi ","Negatif"
"826","dokter goblok apa urus bgst bagus tuh insentif corona kaga turun buat org macem lu ","Negatif"
"827","jirr nyata corona ada manfaat juga njir gara‚ corona gw tau sifat‚ orng yg sebnernya mana tu orng deket‚ sama gw toxic bngt anjirr mau marah kagak bisa kesel iya sedih iyah bgst","Negatif"
"828","corona di sini banyak drama nya daripada solusi","Negatif"
"829","yaallah hilang corona dari bumi agar indonesia masyarakat dapat tuna ibadah haji seperti biasa amin ","Positif"
"830","mungkin di tanggal itu corona lagi ganas ganas nya ya jadi belum tanggal itu gpp cmiiw ","Negatif"
"831","gimana corona mau kelar modelanya aja begini ","Negatif"
"832","alias untuk kian kali corona asu","Negatif"
"833","ya gimana ya salah satu konsep org dalam cegah corona aja gang rumah kasi jam malem apa virus kalo dah lebih dari jam malem baru bisa infeksi orang ","Negatif"
"834","ingat virus corona ingat vaksin ya guyss vaksinuntukkita upayalawanpandemi ","Positif"
"835","kayak corona lo kurang nyusahin gue dalam aspek apalagi siiiii","Negatif"
"836","jalan rumah sampe macet coba grgr rame yg nyari takjil corona tawa","Negatif"
"837","tahun lalu mudik gak boleh tp pulang kampung tahun ini mudik gak boleh lagi‚ wisata boleh ntar tahun depan bikin atur apa lagi mudah‚an kelar corona ","Negatif"
"838","kira corona tau tanggal lalu substansial tgl mei larang belum itu jamin lancar ","Negatif"
"839","puasa minggu aja om udah rame tarip lebarancuma corona yg bisa buat gin","Negatif"
"840","cerdas juga virus corona yang masuk ke indonesia dia bisa bedak antara kerumun dukung siapa orang mau wisata atau mudik di lokasi wisata atau di rumah keluarga bahkan tanggal ramai mudik hari raya","Negatif"
"841","larang mudik tgl mei lama itu wisata tetap buka belum dan sudah tgl sebut boleh mudik ini virus corona bisa pesan kapan galak kapan gak","Negatif"
"842","virus corona saja sudah bisa bedak mana kerumun karena mudik mana yang mau wisata eh cebong bangkot masih percaya dan belum bisa bedain mana chat asli atau fake syuram ","Negatif"
"843","corona mati gaya di indonesia ","Negatif"
"844","ayo pada di rumah dulu biar corona bisa selesai belum lebaran","Positif"
"845","kayak nih selain gada di mall corona juga gada di mushola gada yg pake masker samsek dan rapet bgt shafnya","Negatif"
"846","larang mudik tapi tempat wisata buka mardani ali sera pemerintah mau kucingkucingan dengan corona mudik lebaran larang tempat wisata mardanialisera pemerintah corona virus covid politis politik idulfitri indonesia nasional prmn","Negatif"
"847","dukung corona terus biar km tetap miskin ","Negatif"
"848","selera tonton puasa tahun ke corona jomblang banget di banding puasa tahun pertama breking bad ","Negatif"
"849","baru tau corona punya jadwal","Negatif"
"850","corona skrang ngerti tanggal yak lagi pada cuti kali corona masuk lg tanggal ","Negatif"
"851","corona tai tai taiiii gue udh nunggu hampir setaooon buat konser one trs dibatalin anjriiittt gue sampe beli tiket vip mana itu war tiket bareng sama tiket dreamies taun lalu asliii pening wak ","Negatif"
"852","mungkin boleh mudik sblm tgl soal corona nya lagi cuti baru balik indo lagi tgl mei kali ya mbehehek ","Negatif"
"853","alam saja tidak restu buat gue buat bangkit dari tahta kasur motor udah bersih udah gua semprot eh hujan kesal gak tuh hwasa to coronatttiiittt","Negatif"
"854","arti belum mei corona nya masih bobo cantik pinter banget si lu corona ","Negatif"
"855","corona bisa milih tanggal ","Negatif"
"856","bahaya virus kadruna yg sok ngarab makin lama makin ngelunjak padahal yg arab ori makin toleran moga vaksin virus kadruna segera temu krn bisa lebih bahaya dr virus corona ","Negatif"
"857","kasus dokter kevin tuh emang bikin jawat pusing tapi yang bikin gw ga habis pikir ya mkek id sebenernya dulu pernah nyoba lapor oknum jawat anti vaksin dan nganggep corona hoax mlh gaje gilir bgni yg viral trending baru tindak emg bnr lapor ke tirta hudhi aj","Negatif"
"858","hadeh dulu aja gak percaya sama tuh virus segala pake kalung anti corona trs nyuruh enjoy aja sekarang nyuruh org percaya pas dia bikin vaksin ","Negatif"
"859","corona mh konspirasi fucksin mh bisnis farmasi ","Negatif"
"860","emang belum tanggal mei nggak ada virus covid ueueuee corona makin ngadi ngadi ","Negatif"
"861","semenjak corona hampir tiap hari badmood","Negatif"
"862","corona go awayy fuck u corona hiks gua en konser bareng bangtan anjirrrr","Negatif"
"863","corona jahat orang orang yang jahat sama bangtan juga jelek semua jelek","Negatif"
"864","corona kalau lu manusia gue ga segan segan mukulin lo","Negatif"
"865","kalau corona manusia aku bakal pukulin dia sampe mati beneran","Negatif"
"866","fck corona","Negatif"
"867","bener juga gua om sempet ke dieng culture festival tapi uda corona duluan emang tai","Negatif"
"868","corona gue benci bgt ama lu cepetan selesai","Negatif"
"869","corona anjing","Negatif"
"870","nangisss bgt gue kangen bgt tauuu astagaaaa mau ketemuu plisss corona mati kek lo setan","Negatif"
"871","simple bgt gak sih jam belum corona sa sumpah semua rusak gara corona psyctaex","Negatif"
"872","yuk bareng ikhtiar agar corona segera lenyap ","Positif"
"873","bener kayak hidup normal aja gt ya emg sih ya udah jenuh gt pastidan tau nya mereka corona gak ada atau mungkin ah udahan kali pandemi tapi masih gk habis pikir aja gt nah ","Negatif"
"874","sumpah anjrot buka puasa luar ada corona sama gaada corona sama aja bangke","Negatif"
"875","orang di partai ini seperti virus corona begitu masuk dalam dia akan rusak dan busuk semua dari dalamberhati hati lah dengan partai munafik jiwa dasamuka ini ","Negatif"
"876","corona selalu jadi alas turun tumbuh ekonomi nasional sehingga negara harus berhutang sana dan sini kemudian ujung korupsi tetapi bukan alas untuk citra politik dan penting politik yang selalu minta agar masyarakat kerumun asboedionoid hening","Negatif"
"877","corona selalu jadi alas daya beli masyarakat konsumsi masyarakat turun namun tidak pernah atak dengan segala jujuran bahwa turun tumbuh ekonomi dan phk itu sebab karena mampu manajerial kelola ekonomi hening asboedionoid","Negatif"
"878","yang tingkat risiko corona itu ya komunikasi pemerintah ke masyarakat suka asal ","Negatif"
"879","fuck banget emang corona ","Negatif"
"880","corona ajar hidup gak harus cari uang melulu karna keluarga itu perlu","Positif"
"881","ada berkah nya juga di keluarga gw ada yg kena corona tiap hari ada aja yg kirimin makan","Positif"
"882","tau ga apa yg bikin aku marah bisabisanya belum corona kelas banyak anak kuliah promosi seminar ke sekolah dan bilang sertifikat bisa dipake buat masuk kuliah mana ya seminar tuh masuk mahal buat kantong ajar kaya aku biasa ribu","Negatif"
"883","mentang mentang puasa lupa corona semua jir puyeng cari buka","Negatif"
"884","gila gabut banget andai ngga corona gw udah main sana kemari anjir bosen","Negatif"
"885","kagak tau corona njirr sekolah gue apaansih","Negatif"
"886","gua en gitu bulan ramadhan tahun ini rumah aja gausah ada bukberan lah penting banget lagi corona bukber bukber tau gak","Negatif"
"887","corona bgsddd gw ga mudik lg","Negatif"
"888","kalo udh reaktif tuh bete banget ya corona kapan kelar si","Negatif"
"889","positif corona anjing gua mau tidur mana","Negatif"
"890","saatsaat kaya gin sumpah jadi benci bgt sama corona","Negatif"
"891","mohon maap ni ye walaupun corona itu dari china mrk kasus cocidnya udh dikit bgt bahkan udh ada konser sana jd ya emg udh gpp ngumpul emg negara lo","Negatif"
"892","sama corona takut tp sama neraka gak takut cuihh","Negatif"
"893","corona hancur ekonomi","Negatif"
"894","anjing nih sound zaman belum corona ","Negatif"
"895","dulu waktu baru baru aja corona ini semua nyinyir jangan ngumpul atau gimana ada yang ngumpul auto di julitin sekarang mah fansbasenya makin rame cuy bodo amat corona ngumpul dan butuh konten dulu ","Negatif"
"896","terima kasih untuk coronakarena berkat kamu aku tau mana teman yang real dan mana teman yang fake dan rata teman ku fake semua","Positif"
"897","saat ini dahsyat ilmu dan adab kita ejek hina habis oleh hanya ekor virus corona e lockdowntahun","Negatif"
"898","lama corona siksa ini hampir tak ada narasi atw ungkap yg cermin sadar ttg peran allah kuasa allah copyright allah atas segala suatu e lockdowntahun","Negatif"
"899","yg jual nasi ini gulung tikarbangkrut gara gara corona ","Negatif"
"900","tahun kemaren sakit mata kali tahun ini udh mulai sakit lg semenjak corona gua jadi sering sakit mata anjir capekk ","Negatif"
"901","moga ramadha tahun h m lebih baik dari tahun kemaren dan moga wabah covid corona virus cepat di angkat oleh allah swt aamiin ","Positif"
"902","gue tuh tdnya libur akhir taun kmrn mau ke bal trs di reschedule jd bulan juni taun ini trs di reschedule lg jd taun depan corona bgst ","Negatif"
"903","gedeg bat ama rumah yg jalan nya di portal cuma gara corona anjing nyusahin orang aja","Negatif"
"904","nyaman sekal guna corona bagai alas jadi anti sosial","Negatif"
"905","udah capek banget sama corona en histeris","Negatif"
"906","alhamdulillah datang lagi tetep semangat tetep optimis corona bisa kita kalah sfitrhs mistikpolitik mynaeve dhinijogja enam juta dosis bahan baku vaksin covid kembali tiba di tanah air ","Positif"
"907","udah kerja banyak gaji ga berapa ga dihargain pula mau resign tapi corona ya tuhan monanges","Negatif"
"908","negatif corona positif bangkrut","Negatif"
"909","kalau siang di suruh tutup atau ga kena dena juta kalau malem juga di suruh tutup cepet karena ada corona turut duka cita untuk manusia dan mereka yang kais rezeki dari usaha warung makan di serang cuman ngingetin aja puasa itu atur agama bukan negara ","Negatif"
"910","yang pake masker sudah sedikit yak padahal corona belum kelar","Negatif"
"911","arti vaksin itu tak guna tangkal virus corona bukan begitu arti jadi utk apa vaksin itu monggo jawab deh ","Negatif"
"912","cara cepet abisin duit thr yg sbenernya jg belum turun adalah kena corona mampus ga bisa beli baju bedug","Negatif"
"913","en hangout main keluar ngerasain remaja life tpi corona gada temen yg bisa ajak main banyak alesan kalo ajak main oke terus gw hrs gimana gw bosen bgt gin gin mulu","Negatif"
"914","memang belum mudik mei corona ngga keliar di indonesia guys virus paling pinter dah bisa pilih tanggal sebar wkwk","Negatif"
"915","heran aja ya sama orang yg udah di vaksin covid pada somse sama yg belum di vaksin kata udah gak bakal kena corona bitch lu baru vaksin tahap udah belagu ","Negatif"
"916","tahun lalu ga ada macet kek gin tahun ini kegoblogan ulang corona dah macem ilang aje","Negatif"
"917","kok masih ada orang yang masih nyepelein corona ya hm","Negatif"
"918","awal awal ads corona takut keluar rumah tengah hingga sekarang tiap keluar rumah mati aja kek gw capek hidup di tengah corona","Negatif"
"919","ya allah ni masker tebel bangeet gimana corona mau masuk sih oksigen aja mau lewat ampe miringin badan","Negatif"
"920","covid adalah nyata jangan biar corona rusak tubuh sayang orang cinta disekelilingmu dari papar virus corona ikut anjuran pemerintah untuk tidak mudik lebaran tahun ini arusbaik ","Positif"
"921","ini feb di the jungle bogor ini yg nama cinta kpda warga bogor pak bimaaryas walkot bogor no masker no social distance corona lagi naik naik nya kasus positif ko malah bisa lolos kerumun seperti ini lo tau milik pesek kan amankrn bukan ulama dan fpi ","Negatif"
"922","pas gue males keluar rumah diajakin pas en keluar rumah bilang gausah lagi corona asu","Negatif"
"923","yaa allah corona ilang tak sisa rejeki lancar aamiin","Positif"
"924","gua msih sma pas itu trus kerna sodaranya bnyak bgt hiks corona buat uang kurang","Negatif"
"925","oke fix lama kuliah masih online aku tetap dijayapura ya gais tidak pulang jawa dulu sana berita corona mulu bosen","Negatif"
"926","mau buang sampah dikit kata generasi muda bawa ubah tapi pandemi tetep mau ngadain buka sama offline entah karena apa kangen gaul atau memang sudah anggap covid itu lenyap de dont judge them u never know the reasons pret corona masih ada","Negatif"
"927","muak gaa sih amaa corona nih aku iya","Negatif"
"928","corona cepat pergi ya allah gedeg bgt gue ","Negatif"
"929","lihat banget dia kangen kita corona jancok ","Negatif"
"930","blm corona sj ak udh pake masker knp y dulu ak tidak nikmat udara segar nyesel","Negatif"
"931","corona nyebelin anjir aku udah nunggu olimpiade thn mau lihat keren apa jepang jdi tuan rumah","Negatif"
"932","pemerintah kenapa hey aku en libur lebaran aga panjang padahal biar bisa rebah aga lama ga ngaruh juga libur lebaran pendek ekonomi gitugitu aja corona tetep ada ga ngaruh hey","Negatif"
"933","sedihh bgtttt plss nanti sepiii dongggggg ya allah corona nyusahin aja looo ","Negatif"
"934","pemerintahan jokowi jual selalu radikalisme u tutup ekonomi yg bobrok utang ugalan hukum yg diskriminasi korupsi tingkat corona tak kunjung reda","Negatif"
"935","normalize salah corona atas semua problem yg kamu lalu di thn ","Negatif"
"936","alesannya corona ya skrg udh jd alas klasik itu inti dah muak","Negatif"
"937","bln ini bayar listrik bengkak corona sial","Negatif"
"938","ini indonesia apakah udah bersih dari corona apa gimana sih jadi bingung gua ","Negatif"
"939","setelah corona jd kambing hitam sekarang radikalis duh ini republik mau bawa mana sih radikalisrepublik","Negatif"
"940","moga ramadhan taun ini jadi berkah hilang nya pandemi corona selamat buka puasa bagi temanteman yang jalan moga apa yang kita kerja hari ini jadi ladang amal atas dosa‚ kita ","Negatif"
"941","buat yg masih gampangin corona ah udh nanti sembuh sendiri ah yaudah ntar tinggal isoman yang ngomong om pernahhh ngerasain ","Negatif"
"942","gila gila gila sepak bola dah kaya corona rame bgt breaking news nyaaaaa ","Negatif"
"943","karena corona semua jadi gagal ","Negatif"
"944","anjrot fitnah corona astagfirullah","Negatif"
"945","kenapa msh ada larang mudik karena virus corona kata mang yg nentuin hidup mati seseorang virus mikir dong","Negatif"
"946","bukber terus bahas pikir corona sudah hilang kali ya","Negatif"
"947","kasi kalo udah begini masih percaya corona dan vaksin vaksin ","Negatif"
"948","cari pasti di tengah pasti sampai sampai banyak sempat terlewatkannnnnn begitu dilema corona ","Negatif"
"949","mati karena atur bukan corona","Negatif"
"950","capek ga sih lagi corona loh ","Negatif"
"951","banyak org yg vaksin ada yg juga sampai di vaksin berkalikali tapi kok yg di faksin masih kena corona jadi apa fungsi faksin lama ini ","Negatif"
"952","sehat ga ada apa pas di tes kerja reaktif corona asw","Negatif"
"953","gue sebel sama org china di tmpt kerja gue temen gue batuk aja suruh rapid gilir dia demam bilang masuk angin sial padahal jelas corona awal dtg dr mana","Negatif"
"954","kedalapan jahat anggota kaki tang pemerintah sipil telah jadi mana mana bahkan yg tidak kena virus carona katak mati kena virus corona main judi disetiap lorong ada di dalam negara lndonesia serta seluruh keluarga anda curi dan ambil hak ","Negatif"
"955","jokowi plis deh pak terbang internasional blokir kek segala macam mutasi corona masuk indonesia gin gak takut indonesia punya varian sendiri","Negatif"
"956","mending tugas video individu daripada kelompok ya tuhan gasuka tugas kelompok lgi corona","Negatif"
"957","abis vaksin tang gw sakit linu gitu gatau juga ini vaksin paan tulis corona vaksin aja ","Negatif"
"958","langkah pemerintah larang mudik lebaran karena putus ini ambil demi cegah luas tular virus corona ","Positif"
"959","yee si anjing kalo gatau apa kenapa bilang corona hoax ","Negatif"
"960","bos kantor bapak gw jengkelin banget njir ngomongnya tipes tau positif corona","Negatif"
"961","rindu beach takguna corona ","Negatif"
"962","dan kita semua masih bilang corona konspirasi akalakalan negara ini itu gaa ngerti lagi dah corona beneran ada we ","Negatif"
"963","gue takut bgt corona bajing ","Negatif"
"964","susah dah emang bawa orang kampung ke mall udah tau masih corona malah copot masker mulu gak cocok lu maen sama gua ","Negatif"
"965","benar pada paham nggak sih maksud larang mudik tuh untuk batas mobilitaspergerakan manusia supaya cegah kerumun yang bisa dampak pada tular virus corona","Negatif"
"966","corona ada cuman sedikit yg banyak berita ","Negatif"
"967","bentar jadi indonesia ini udh lalu first wave corona apa belum ya kok kaya bubar grak gin antiklimaks ya","Negatif"
"968","setan dengan corona dan puasa bola tetap bola","Negatif"
"969","makin sini makin males nongkrong depan rumah bukan karna corona tp mulut manusia","Negatif"
"970","nih lagi corona tapi pasar malem masih adaa","Negatif"
"971","emng corona anjng","Negatif"
"972","corona cuman ada pas malem hari sama pas mudik xixixixi apa beda pergi pergi keluar kota belum puasa sama mudik apa beda kerumun siang hari sama malam hari ndak paham lagi ana hep","Negatif"
"973","asli gw takut corona anjir","Negatif"
"974","eh btw baru ngeh di medan kaga ada yg make masker samsek anjir bener kek gada corona ngumpul juga gpp drdulu emg gda social distancing kata g kyk di jkt yg msh pd make masker ngumpul gabole walaupun banyak jugasi akhir yg ngumpul","Negatif"
"975","moga bulan ramadhan ini jauh kita dan keluarga dari papar virus corona aamiin gusmenteri halimiskandarnu taufikmadjid malikharamain imansyukri yusradaridesa fachrilabalado nursaidm sukoyokasekpro zainimustakim brigadearwan pusatppmd tpplampung ","Positif"
"976"," tahun ramadhan kya kagak ramadhan lebaran kya kgak lebaran corona tai bgt","Negatif"
"977","gua kek gk punya smgt hidup pas corona ","Negatif"
"978","capek ga sih ini ada mau gin terus apa ya ga sabar pen denger dan baca berita corona sudah bisa kendal mari hidup kembali dunia yg mati suri","Negatif"
"979","kuliah semester kerja ngedesain ngelihat video ngedesain realitanya garap server garap kabel optik awat tower ujung ujung bikin teliti ngah ngo mau sampek kapan online seperti ini praktek asli dengan yg kasih beda mau datang ke kampus alas corona","Negatif"
"980","lagi ngapain sih lagi corona gin malah ngajakin bukber ","Negatif"
"981","apa sih corona evolusi kyk org baru freshgraduate aja tb jadi pada galak","Negatif"
"982","sebel gue mentang mentang daerah desa pelosok ada tanding bola tonton banyak yang gak pake masker rasa gue en batuk depan mereka terus bilang cough sorry i got corona virus biar pada sadar kesel","Negatif"
"983","buat yang selalu ngatain investor angkat corona bully anak saham yang migrasi ke crypto kalian norak samasama mau cari rezeki kok salty amat","Negatif"
"984","jalan jauh atau jalan dekat gak ada beda bagi corona klo mudik larang kalian aja lockdown","Negatif"
"985","untung bagi kalian yg bisa survive di masa sulit corona ini masih sehat makan masih cukup tidur masih ada atap banyak luar sana yg susah ada yg makan x hari aj susah paksa kerja hari walau gaji ga padan kena usir karna g bayar kosan syukur ya","Positif"
"986","makanya nih indonesia sambil jalan vaksinasi ppkm terus terap biar semua jalan lancar dan kita harus patuh ya biar corona cepat pergi corona india indonesia ppkm psbb vaksin vaksinasi ","Positif"
"987","sales coronadompetnya makin tebalkita jadi kere ","Negatif"
"988","corona ga selesai anjing","Negatif"
"989","greget sama temen yg pernah bilang begini gak pake masker gak pa‚ corona kan kaya flu cuma sekarang di besar‚in aja ya dulu flu juga kasus mati gede cuma sekarang kan udh ada vaksin sama kaya corona sekarang nama jga virus baru padahal dia lulus bidan ","Negatif"
"990","gw jd makin paham knp makin banyak org ga percaya wabah corona dan vaksin nyata bukan krn bego sains tp ngeliat pemerintahannya yg kaya becanda bikin bijak jadi ragu dah tuh wabah beneran apa cuma akal org kuasa ane lg ngomongin pemerintahan india loh ya","Negatif"
"991","susah bgt cari kerja tes kali udah lolos gilir tinggal masuk vonis kena corona vangkeee","Negatif"
"992","hm percaya surga dan neraka tp ga percaya corona virus aneh banget","Negatif"
"993","cape karena waktu itu dia yg gembar gembor bilang corona gak nempel di paket di ini itu tp skrg dia yg buang karena alas corona cape banget makin ga napsu makan","Negatif"
"994","indonesia makin sini makin gak waras setelah taun lama wabah virus corona di susul dengan leceh agama setelah jadi yang viral banyak yang ngikutin astaghfirullah akhir zaman","Negatif"
"995","akibat diri sendiri sering politisasi kan sesuatumakanya hasil tes covid pun rahasia dgn alas takut dipolitisasimnhkn dia takut tanya atau tawak sebab ada yg bilang corona tentara allahms imam besar papar ","Negatif"
"996","makasih buat corona lama di rumah aku nyibukin diri dengan ajar self love rawat diri ajar fashion sedih yg sering kualami saat seko hilang ga bisa bayang jika masih sekolah mungkin detik ini aku ga hidup","Positif"
"997","ketika bijak ambil oleh orang yg ga bijak ya jadi konyol kalo doi beli bir corona agak nyambung lah dikit duit corona dipake beli bir corona walopun tetep ga konyol ini ","Negatif"
"998","kangen kakek jg wkwk h bulan ramadhan gue ga bisa ke makam nenek sama kakek gr gr lo corona ajg","Negatif"
"999","bijak mudik larang dan obyek wisata buka ini karena corona benar corona ini jelma bang toyib atau siapa ya udah kali lebaran gak pulangpulang apa harus kali lebaran baru pulang nih corona ","Negatif"
"1000","aku sering dikatain corona freak dan aku bangga itu arti kita punya empati hadap sama bukan korban hoax wa group dan bukan kelompok yang minim literasi ","Positif"
"1001","dampak corona ga main kucil kan se komplek rasa anjinggggg banget","Negatif"
"1002","mudik tunda dulu ya kawan agar corona enggak makin rajalela kawan ","Positif"
"1003","corona sekarang jauh lebih pintar tau tanggal dan jalan arah pulang tetapi tidak tau politik dan wisata hehe ","Negatif"
"1004","gin amat corona","Negatif"
"1005","corona kelar dong batin gue rumah terus","Negatif"
"1006","import seolaholah jalan satu tiap masa di menteri dagang ati ayam kena corona kalau import dr neger nya mbah x ","Negatif"
"1007","corona jadi kambing hitam disetiap sempat sampaisampai thr tahun lalu belum beri ke karyawan","Negatif"
"1008","gua mau lockdown kembali seperti india kita cermin mana satu waktu juta manusia kumpul untuk raya festival agama umat hindu sana tsunami virus corona akhir gua tuju larang mudik lebaran gua sayang keluarga sana","Positif"
"1009","tutorial izin ikut lomba tari ke bapa gue yaallah ga di bolehin gegara korona sial fakyu corona","Negatif"
"1010","corona bangsatt","Negatif"
"1011","plis moga ada orang yg ngebahas tentang ini biar orang‚ pada tau untuk yg sering ngisi khutbah jumatkhitbah di tengah shalat tarawih plis jngn corona terus yg bahas e bosen dengernya ya allah","Negatif"
"1012","corona bagai moment gaji buta","Negatif"
"1013","kenapa larang mudik cuma di tanggal april mei kenapa engga kalian aja larang keluar kota sampai corona nyata hilang atau engga bahaya apakah corona cuma bisa tular di harihari besar lebih amanaman aja","Negatif"
"1014","dulu awal corona kenapa enak banget ya marathon filmseries sekarang udah b aja rasa anj","Negatif"
"1015","corona udahan yuk agak hidup gw jadi ga jelas gara gara lo","Negatif"
"1016","kenapa ga org bgni aj yg kena corona astagaaaa puasa ingin kata kasar ketika ","Negatif"
"1017","alhamdulillah semenjak corona dan mudik di larang data tingkat celaka saat mudik tidak ada","Positif"
"1018","walaupun banyak yang tidak harga kinerja awat namun mereka tetap dengan gigih lawan corona kita sudah patut dukung kinerja mereka dengan terap prokes mana kita ada kartinipejuangpandemi ","Positif"
"1019","sekolah jalur corona miris tingkat kelas uda tinggi tp cara pikir msh gin ","Negatif"
"1020","trmksh corona ","Positif"
"1021","makin rame aja nih bau bau sarang corona","Negatif"
"1022","corona mah boong kan ya","Negatif"
"1023","korupsi bansos corona ini emang amazing ","Negatif"
"1024","dukung indonesia bebas corona ","Positif"
"1025","tolong laitu yg blg goblokanak anak indo makin lama makin bodoh didik neger kita hancur dll please laaa mereka masih sd yall masih kelas sd angkat corona lg baperan bgtew ga like","Negatif"
"1026","lagi gegayaan kerja cuma doyan blusukan doank kok mau lawan virus corona dengan jurus diskon tiket pesawat segala ","Negatif"
"1027","pak jokowi segera keluar larang orang dari india masuk ke indonesia jangan buat ceroboh lagi saat pertama kali covid ada pemerintah remeh jika sampai ada yg positif masuk indonesia maka larang apa dari presiden ga akan patuh ","Negatif"
"1028","kapan laksana eksekusi kok lama banget korupsi bansos corona dan ancam hukum mati dari kpk ","Negatif"
"1029","berik kami alas yang masuk akal kenapa tanggal mei saja yg tidak boleh mudik kendara larang beroprasi apakah tanggal segitu corona sedang mudik juga sedang wisata buka kian dan terima kasih","Negatif"
"1030","mudik larang cuti di pangkas belum lagi kalau usaha swasta kerja ga dapet thr beda sama asn kalau kaya gin kerja selain asn misal buruh karyawan swasta mati bukan karena corona tapi mati karema ga dapet istirahat dan susah buat biaya makan","Negatif"
"1031","benci banget kalau bikin bijak ga merhatiin kondisi masyarakat dulu mudik larang aja gamasalah tp tolong cuti jangan di pangkas kasihan kerja yang en rehat dan sekedar kumpul sama anak terus jangan bilang karena corona bijak serah usaha swasta","Negatif"
"1032","moga kita jauh dari hantam tsunami virus corona seperti yg landa india sadar kita sangat butuh untuk hindar hal tsb dengan patuh protokol sehat jangan biar hantam gelombang virus corona timpa indonesia patuh protokol sehat arusbaik","Positif"
"1033","thank you corona berkat lo gue turun kilo","Positif"
"1034","mudik larang wna kok bisa dgn mudah masuk ke ina ohh iya kn belum tgl mei tunda pulang kampung tunda buka pariwisata ","Negatif"
"1035","mundur terus jadwal mirip aba aba kang parkir corona anjeng","Negatif"
"1036","gara‚ corona gua henti sekolah","Negatif"
"1037","china getol buat propaganda corona mimpi kuasa dunia via ekonomi digital globalis ingin segera lumpuh ekonomi as kapitalis tarung mereka korban umat islam padahal islam justru sbg juru selamat adil bagi mereka","Negatif"
"1038","gue rasa semua ini grgr corona emg dasar gue males tp semenjak corona jd nambah males dan gatau tuju hidup mau mana","Negatif"
"1039","corona fak yu","Negatif"
"1040","bulay tolollllllll moga dia kabar lagi corona bodo amat mau cap gue jahat atau gk ","Negatif"
"1041","fahamkan awal korupsi bansos covid mulai oleh siapa kasus duga suap bansos corona yang libat juliari kini sudah di tahap sidang dakwa terima suap besar rp kait proyek bansos sembako ikut infografik kronologi usirtkacina ","Negatif"
"1042","corona sucks bgt","Negatif"
"1043","ini akibat bacot paduka raja semplak yg bilang corona kebal karena nasi kucing dll ","Negatif"
"1044","gak mgkn lah kmaren ada kerumun gak ada yg kena covid sama sekal covid tetep ada gk usah khawatir itu akan akhir kl gak ada duit lagi ","Negatif"
"1045","corona tolol gilir positif nangis ","Negatif"
"1046","hebat bgt corona cuman ada pas mudik doang padahal belum nya banyak orang yg keluar masuk kota wkwk","Negatif"
"1047","corona hebat bgt bisa di kontrol pemerintah kalo pemerintah bilang ada ya ada kalo enggak ya enggak wkwkwk","Negatif"
"1048","corona kok ada pas waktu mudik aja ya pas milu mana kah kau ada","Negatif"
"1049","kek gin jangan masyarakat corona nya aja bingung ","Negatif"
"1050","apa bener virus corona ikut mudik pas lebaran aja harus gak cuma pas momen lebaran aja larang pulang kampung nahhhterus beda pilkada sama lebaran apa beda harus dan larang pilkada harus mudik sedang lebaran larang mudik","Negatif"
"1051","ini dia sponsor utk buat vaksin pandemi corona dgn biaya us milliarsoooo tdk ada bisnis yang mau rugibull sht ","Negatif"
"1052","baru juga naik kereta udah ada yg en dijulidin aja ibuk samping kursi semprot hand sanitizer sampe ngebauin gerbong masih lagi lap pake tisu basah buk belum berangkat tugas bersih ka jg udah ngebersihin atuh takut corona boleh tapi ya ga gitu amat","Negatif"
"1053","larang mudik panjang sebenernya apa yang sedang orang dasi rencana untuk orang jelata mau putus tali saudara tali keluarga antara anak dan orang tua iyah alas cuma satu corona","Negatif"
"1054","mudik larang tetapi datang wna dari negara dengan kasus corona sangat tinggi tidak cegah ","Negatif"
"1055","kasi si corona makin bingung ama ni pemerentah ","Negatif"
"1056","corona jancuk","Negatif"
"1057","apa yg bisa harap sih dari awal corona juga bandara di bebasin dari luar masuk wkwk katawa aja dah ","Negatif"
"1058","gais serius tanyaa corona ada waktu lebaran doang apa gimana dah asa sblm lebaran oke‚ aja pulang kampung wlpn masih pandemi eh pas lebaran jd larang keras asa corona ada wktu lebaran doang anjir hahaha liat aja pasti abis bebas mudik lg semua pada mudik","Negatif"
"1059","corona bangsat kering lamalama rambut gue karna keramas tiap hari","Negatif"
"1060","corona udah sedikit guys mau aja diboongin lu","Negatif"
"1061","corona ajar kita untuk sholat teraweh sendiri‚ atau sholat teraweh berjamaah di rumah","Positif"
"1062","corona sadar kita kalo lama nganggur itu ga enak","Positif"
"1063","sudah stop lelucon ini kalo rakyat lalai tapi mrk udah bayar denda ya lepasin kl tetap tuntut baik rakyat jg tuntut pemerintah yg lalai tangani corona krn dari awal bnyk jabat yg anggap enteng virus ini belum lg acara presiden yg sarat kerumun tp toh didiemin ","Negatif"
"1064","aku tinggal di bal kadang suka risih ganggu bgt sm tingkah bule yg gaberadab pake fake mask contoh even niat dia cuma bercandasocial experiment ttp aku anggep itu serius bruhhhhh emg corona sebercanda itu hah eneg weh gua liat muka tolol lu","Negatif"
"1065","selain masyarakat bingung lama virus corona nya juga bingung ","Negatif"
